char	mandarin	mandarin_initial	mandarin_final	mandarin_tone	cantonese	cantonese_initial	cantonese_final	cantonese_tone
襽	lán	l	an	2	laan4	l	aan	4
襾	yà	y	a	4	aa3		aa	3
西	xī	x	i	1	sai1	s	ai	1
覀	xī	x	i	1	sai1	s	ai	1
要	yào	y	ao	4	jiu3	j	iu	3
覃	tán	t	an	2	taam4	t	aam	4
覄	fù	f	u	4	fuk1	f	uk	1
覅	fiào	f	iao	4	fiu3	f	iu	3
覆	fù	f	u	4	fuk1	f	uk	1
覇	bà	b	a	4	baa3	b	aa	3
覈	hé	h	e	2	hat6	h	at	6
覉	jī	j	i	1	gei1	g	ei	1
覊	jī	j	i	1	gei1	g	ei	1
見	jiàn	j	ian	4	gin3	g	in	3
覌	guān	g	uan	1	gun1	g	un	1
覍	biàn	b	ian	4	bin6	b	in	6
覎	yàn	y	an	4	jim3	j	im	3
規	guī	g	ui	1	kwai1	kw	ai	1
覐	jué	j	ue	2	gok3	g	ok	3
覑	piǎn	p	ian	3	pin2	p	in	2
覒	mào	m	ao	4	mou6	m	ou	6
覓	mì	m	i	4	mik6	m	ik	6
覔	mì	m	i	4	mik6	m	ik	6
覕	miè	m	ie	4	pit3	p	it	3
視	shì	sh	i	4	si6	s	i	6
覗	sì	s	i	4	zi6	z	i	6
覘	chān	ch	an	1	zim1	z	im	1
覙	luó	l	uo	2	can2	c	an	2
覚	jué	j	ue	2	gok3	g	ok	3
覛	mì	m	i	4	mik6	m	ik	6
覜	tiào	t	iao	4	tiu3	t	iu	3
覝	lián	l	ian	2	lim4	l	im	4
覞	yào	y	ao	4	jiu6	j	iu	6
覟	zhì	zh	i	4	zi3	z	i	3
覠	jūn	j	un	1	gwan1	gw	an	1
覡	xí	x	i	2	hat6	h	at	6
覢	shǎn	sh	an	3	sim2	s	im	2
覣	wēi	w	ei	1	wai1	w	ai	1
覤	xì	x	i	4	gwik1	gw	ik	1
覥	tiǎn	t	ian	3	tin2	t	in	2
覦	yú	y	u	2	jyu4	j	yu	4
覧	lǎn	l	an	3	laam5	l	aam	5
覨	è		e	4	ngok6	ng	ok	6
覩	dǔ	d	u	3	dou2	d	ou	2
親	qīn	q	in	1	can1	c	an	1
覫	pǎng	p	ang	3	pong2	p	ong	2
覬	jì	j	i	4	gei3	g	ei	3
覭	míng	m	ing	2	ming4	m	ing	4
覮	yíng	y	ing	2	jing4	j	ing	4
覯	gòu	g	ou	4	gau3	g	au	3
覰	qū	q	u	1	ceoi3	c	eoi	3
覱	zhàn	zh	an	4	zaam3	z	aam	3
覲	jìn	j	in	4	gan3	g	an	3
観	guān	g	uan	1	gun1	g	un	1
覴	dēng	d	eng	1	dang1	d	ang	1
覵	jiàn	j	ian	4	gaan3	g	aan	3
覶	luó	l	uo	2	lo4	l	o	4
覷	qù	q	u	4	ceoi3	c	eoi	3
覸	jiān	j	ian	1	gaan3	g	aan	3
覹	wéi	w	ei	2	mei4	m	ei	4
覺	jué	j	ue	2	gok3	g	ok	3
覻	qū	q	u	1	ceoi3	c	eoi	3
覼	luó	l	uo	2	lo4	l	o	4
覽	lǎn	l	an	3	laam5	l	aam	5
覾	shěn	sh	en	3	sam2	s	am	2
覿	dí	d	i	2	dik6	d	ik	6
觀	guān	g	uan	1	gun1	g	un	1
见	jiàn	j	ian	4	gin3	g	in	3
观	guān	g	uan	1	gun1	g	un	1
觃	yàn	y	an	4	jim3	j	im	3
规	guī	g	ui	1	kwai1	kw	ai	1
觅	mì	m	i	4	mik6	m	ik	6
视	shì	sh	i	4	si6	s	i	6
觇	chān	ch	an	1	zim1	z	im	1
览	lǎn	l	an	3	laam5	l	aam	5
觉	jué	j	ue	2	gok3	g	ok	3
觊	jì	j	i	4	gei3	g	ei	3
觋	xí	x	i	2	hat6	h	at	6
觌	dí	d	i	2	dik6	d	ik	6
觍	tiǎn	t	ian	3	tin2	t	in	2
觎	yú	y	u	2	jyu4	j	yu	4
觏	gòu	g	ou	4	gau3	g	au	3
觐	jìn	j	in	4	gan3	g	an	3
觑	qù	q	u	4	ceoi3	c	eoi	3
角	jiǎo	j	iao	3	gok3	g	ok	3
觓	qiú	q	iu	2	kau4	k	au	4
觔	jīn	j	in	1	gan1	g	an	1
觕	cū	c	u	1	cou1	c	ou	1
觖	jué	j	ue	2	kyut3	k	yut	3
觗	zhì	zh	i	4	zi3	z	i	3
觘	chào	ch	ao	4	caau3	c	aau	3
觙	jí	j	i	2	kap1	k	ap	1
觚	gū	g	u	1	gu1	g	u	1
觛	dàn	d	an	4	daan6	d	aan	6
觜	zī	z	i	1	zi1	z	i	1
觝	dǐ	d	i	3	dai2	d	ai	2
觞	shāng	sh	ang	1	soeng1	s	oeng	1
觟	huà	h	ua	4	waa6	w	aa	6
觠	quán	q	uan	2	kyun4	k	yun	4
觡	gé	g	e	2	gaak3	g	aak	3
觢	shì	sh	i	4	sai6	s	ai	6
解	jiě	j	ie	3	gaai2	g	aai	2
觤	guǐ	g	ui	3	gwai2	gw	ai	2
觥	gōng	g	ong	1	gwang1	gw	ang	1
触	chù	ch	u	4	zuk1	z	uk	1
觧	jiě	j	ie	3	gaai3	g	aai	3
觨	hùn	h	un	4	wan6	w	an	6
觩	qiú	q	iu	2	kau4	k	au	4
觪	xīng	x	ing	1	sing1	s	ing	1
觫	sù	s	u	4	cuk1	c	uk	1
觬	ní	n	i	2	ngai4	ng	ai	4
觭	jī	j	i	1	gei1	g	ei	1
觮	lù	l	u	4	luk6	l	uk	6
觯	zhì	zh	i	4	zi3	z	i	3
觰	zhā	zh	a	1	zaa1	z	aa	1
觱	bì	b	i	4	bit1	b	it	1
觲	xīng	x	ing	1	sing1	s	ing	1
觳	hú	h	u	2	huk6	h	uk	6
觴	shāng	sh	ang	1	soeng1	s	oeng	1
觵	gōng	g	ong	1	gwang1	gw	ang	1
觶	zhì	zh	i	4	zi3	z	i	3
觷	xué	x	ue	2	hok6	h	ok	6
觸	chù	ch	u	4	zuk1	z	uk	1
觹	xī	x	i	1	kwai4	kw	ai	4
觺	yí	y	i	2	ji4	j	i	4
觻	lì	l	i	4	luk6	l	uk	6
觼	jué	j	ue	2	kyut3	k	yut	3
觽	xī	x	i	1	kwai4	kw	ai	4
觾	yàn	y	an	4	jin3	j	in	3
觿	xī	x	i	1	kwai4	kw	ai	4
言	yán	y	an	2	jin4	j	in	4
訁	yán	y	an	2	jin4	j	in	4
訂	dìng	d	ing	4	ding3	d	ing	3
訃	fù	f	u	4	fu6	f	u	6
訄	qiú	q	iu	2	kau4	k	au	4
訅	qiú	q	iu	2	kau4	k	au	4
訆	jiào	j	iao	4	giu3	g	iu	3
訇	hōng	h	ong	1	gwang1	gw	ang	1
計	jì	j	i	4	gai3	g	ai	3
訉	fàn	f	an	4	faan6	f	aan	6
訊	xùn	x	un	4	seon3	s	eon	3
訋	diào	d	iao	4	diu3	d	iu	3
訌	hòng	h	ong	4	hung4	h	ung	4
訍	chài	ch	ai	4	caai3	c	aai	3
討	tǎo	t	ao	3	tou2	t	ou	2
訏	xū	x	u	1	heoi1	h	eoi	1
訐	jié	j	ie	2	kit3	k	it	3
訑	yí	y	i	2	ji4	j	i	4
訒	rèn	r	en	4	jan6	j	an	6
訓	xùn	x	un	4	fan3	f	an	3
訔	yín	y	in	2	ngan4	ng	an	4
訕	shàn	sh	an	4	saan3	s	aan	3
訖	qì	q	i	4	ngat6	ng	at	6
託	tuō	t	uo	1	tok3	t	ok	3
記	jì	j	i	4	gei3	g	ei	3
訙	xùn	x	un	4	seon3	s	eon	3
訚	yín	y	in	2	ngan4	ng	an	4
訛	é		e	2	ngo4	ng	o	4
訜	fēn	f	en	1	fan1	f	an	1
訝	yà	y	a	4	ngaa6	ng	aa	6
訞	yāo	y	ao	1	jiu1	j	iu	1
訟	sòng	s	ong	4	zung6	z	ung	6
訠	shěn	sh	en	3	can2	c	an	2
訡	yín	y	in	2	jam4	j	am	4
訢	xīn	x	in	1	jan1	j	an	1
訣	jué	j	ue	2	kyut3	k	yut	3
訤	xiáo	x	iao	2	haau4	h	aau	4
訥	nè	n	e	4	neot6	n	eot	6
訦	chén	ch	en	2	sam4	s	am	4
訧	yóu	y	ou	2	jau4	j	au	4
訨	zhǐ	zh	i	3	zi2	z	i	2
訩	xiōng	x	iong	1	hung1	h	ung	1
訪	fǎng	f	ang	3	fong2	f	ong	2
訫	xìn	x	in	4	seon3	s	eon	3
訬	chāo	ch	ao	1	caau2	c	aau	2
設	shè	sh	e	4	cit3	c	it	3
訮	yán	y	an	2	ngaan4	ng	aan	4
訯	sǎ	s	a	3	saa2	s	aa	2
訰	zhùn	zh	un	4	zeon3	z	eon	3
許	xǔ	x	u	3	heoi2	h	eoi	2
訲	yì	y	i	4	jik1	j	ik	1
訳	yì	y	i	4	jik6	j	ik	6
訴	sù	s	u	4	sou3	s	ou	3
訵	chī	ch	i	1	ci1	c	i	1
訶	hē	h	e	1	ho1	h	o	1
訷	shēn	sh	en	1	san1	s	an	1
訸	hé	h	e	2	wo4	w	o	4
訹	xù	x	u	4	seot1	s	eot	1
診	zhěn	zh	en	3	can2	c	an	2
註	zhù	zh	u	4	zyu3	z	yu	3
証	zhèng	zh	eng	4	zing3	z	ing	3
訽	gòu	g	ou	4	gau3	g	au	3
訾	zǐ	z	i	3	zi2	z	i	2
訿	zǐ	z	i	3	zi2	z	i	2
詀	zhān	zh	an	1	zaam1	z	aam	1
詁	gǔ	g	u	3	gu2	g	u	2
詂	fù	f	u	4	fu6	f	u	6
詃	jiǎn	j	ian	3	gyun2	g	yun	2
詄	dié	d	ie	2	dit6	d	it	6
詅	líng	l	ing	2	ling4	l	ing	4
詆	dǐ	d	i	3	dai2	d	ai	2
詇	yàng	y	ang	4	joeng3	j	oeng	3
詈	lì	l	i	4	lei6	l	ei	6
詉	náo	n	ao	2	naau4	n	aau	4
詊	pàn	p	an	4	pun3	p	un	3
詋	zhòu	zh	ou	4	zau3	z	au	3
詌	gàn	g	an	4	gam3	g	am	3
詍	yì	y	i	4	jai6	j	ai	6
詎	jù	j	u	4	geoi6	g	eoi	6
詏	yào	y	ao	4	aau3		aau	3
詐	zhà	zh	a	4	zaa3	z	aa	3
詑	yí	y	i	2	to4	t	o	4
詒	yí	y	i	2	ji4	j	i	4
詓	qǔ	q	u	3	heoi2	h	eoi	2
詔	zhào	zh	ao	4	ziu3	z	iu	3
評	píng	p	ing	2	ping4	p	ing	4
詖	bì	b	i	4	bei3	b	ei	3
詗	xiòng	x	iong	4	gwing2	gw	ing	2
詘	qū	q	u	1	wat1	w	at	1
詙	bá	b	a	2	bat6	b	at	6
詚	dá	d	a	2	daat3	d	aat	3
詛	zǔ	z	u	3	zo3	z	o	3
詜	tāo	t	ao	1	tou1	t	ou	1
詝	zhǔ	zh	u	3	cyu5	c	yu	5
詞	cí	c	i	2	ci4	c	i	4
詟	zhé	zh	e	2	zip3	z	ip	3
詠	yǒng	y	ong	3	wing6	w	ing	6
詡	xǔ	x	u	3	heoi2	h	eoi	2
詢	xún	x	un	2	seon1	s	eon	1
詣	yì	y	i	4	ngai6	ng	ai	6
詤	huǎng	h	uang	3	fong1	f	ong	1
詥	hé	h	e	2	hap6	h	ap	6
試	shì	sh	i	4	si3	s	i	3
詧	chá	ch	a	2	caat3	c	aat	3
詨	xiào	x	iao	4	haau6	h	aau	6
詩	shī	sh	i	1	si1	s	i	1
詪	hěn	h	en	3	han2	h	an	2
詫	chà	ch	a	4	caa3	c	aa	3
詬	gòu	g	ou	4	gau3	g	au	3
詭	guǐ	g	ui	3	gwai2	gw	ai	2
詮	quán	q	uan	2	cyun4	c	yun	4
詯	huì	h	ui	4	fui3	f	ui	3
詰	jié	j	ie	2	kit3	k	it	3
話	huà	h	ua	4	waa6	w	aa	6
該	gāi	g	ai	1	goi1	g	oi	1
詳	xiáng	x	iang	2	coeng4	c	oeng	4
詴	wēi	w	ei	1	wui1	w	ui	1
詵	shēn	sh	en	1	san1	s	an	1
詶	zhòu	zh	ou	4	zau3	z	au	3
詷	tóng	t	ong	2	tung4	t	ung	4
詸	mí	m	i	2	mai4	m	ai	4
詹	zhān	zh	an	1	zim1	z	im	1
詺	mìng	m	ing	4	ming6	m	ing	6
詻	è		e	4	ngaak6	ng	aak	6
詼	huī	h	ui	1	fui1	f	ui	1
詽	yán	y	an	2	ngaan4	ng	aan	4
詾	xiōng	x	iong	1	hung1	h	ung	1
詿	guà	g	ua	4	gwaa3	gw	aa	3
誀	èr		er	4	nei6	n	ei	6
誁	bìng	b	ing	4	bang2	b	ang	2
誂	tiǎo	t	iao	3	tiu5	t	iu	5
誃	yí	y	i	2	ci4	c	i	4
誄	lěi	l	ei	3	loi6	l	oi	6
誅	zhū	zh	u	1	zyu1	z	yu	1
誆	kuāng	k	uang	1	hong1	h	ong	1
誇	kuā	k	ua	1	kwaa1	kw	aa	1
誈	wū	w	u	1	mou4	m	ou	4
誉	yù	y	u	4	jyu6	j	yu	6
誊	téng	t	eng	2	tang4	t	ang	4
誋	jì	j	i	4	gei6	g	ei	6
誌	zhì	zh	i	4	zi3	z	i	3
認	rèn	r	en	4	jing6	j	ing	6
誎	cù	c	u	4	cuk1	c	uk	1
誏	lǎng	l	ang	3	long5	l	ong	5
誐	é		e	2	ngo4	ng	o	4
誑	kuáng	k	uang	2	gwong2	gw	ong	2
誒	éi		ei	2	oi1		oi	1
誓	shì	sh	i	4	sai6	s	ai	6
誔	tǐng	t	ing	3	ting5	t	ing	5
誕	dàn	d	an	4	daan3	d	aan	3
誖	bèi	b	ei	4	bui6	b	ui	6
誗	chán	ch	an	2	cim4	c	im	4
誘	yòu	y	ou	4	jau5	j	au	5
誙	kēng	k	eng	1	hang1	h	ang	1
誚	qiào	q	iao	4	ciu3	c	iu	3
誛	qīn	q	in	1	cam1	c	am	1
誜	shuà	sh	ua	4	saa3	s	aa	3
誝	ān		an	1	am1		am	1
語	yǔ	y	u	3	jyu5	j	yu	5
誟	xiào	x	iao	4	haau6	h	aau	6
誠	chéng	ch	eng	2	sing4	s	ing	4
誡	jiè	j	ie	4	gaai3	g	aai	3
誢	xiàn	x	ian	4	jin6	j	in	6
誣	wū	w	u	1	mou4	m	ou	4
誤	wù	w	u	4	ng6		ng	6
誥	gào	g	ao	4	gou3	g	ou	3
誦	sòng	s	ong	4	zung6	z	ung	6
誧	bū	b	u	1	bou1	b	ou	1
誨	huì	h	ui	4	fui3	f	ui	3
誩	jìng	j	ing	4	ging6	g	ing	6
說	shuō	sh	uo	1	syut3	s	yut	3
誫	zhèn	zh	en	4	zan3	z	an	3
説	shuō	sh	uo	1	syut3	s	yut	3
読	dú	d	u	2	duk6	d	uk	6
誮	huā	h	ua	1	waa1	w	aa	1
誯	chàng	ch	ang	4	coeng3	c	oeng	3
誰	shuí	sh	ui	2	seoi4	s	eoi	4
誱	jié	j	ie	2	zit6	z	it	6
課	kè	k	e	4	fo3	f	o	3
誳	qū	q	u	1	wat1	w	at	1
誴	cóng	c	ong	2	cung4	c	ung	4
誵	xiáo	x	iao	2	haau4	h	aau	4
誶	suì	s	ui	4	seoi6	s	eoi	6
誷	wǎng	w	ang	3	mong5	m	ong	5
誸	xián	x	ian	2	jin4	j	in	4
誹	fěi	f	ei	3	fei2	f	ei	2
誺	chī	ch	i	1	ci1	c	i	1
誻	tà	t	a	4	daap6	d	aap	6
誼	yì	y	i	4	ji4	j	i	4
誽	nì	n	i	4	ngai6	ng	ai	6
誾	yín	y	in	2	ngan4	ng	an	4
調	diào	d	iao	4	diu6	d	iu	6
諀	pǐ	p	i	3	pei2	p	ei	2
諁	zhuó	zh	uo	2	zyut3	z	yut	3
諂	chǎn	ch	an	3	cim2	c	im	2
諃	chēn	ch	en	1	cam1	c	am	1
諄	zhūn	zh	un	1	zeon1	z	eon	1
諅	jì	j	i	4	gei6	g	ei	6
諆	qī	q	i	1	hei1	h	ei	1
談	tán	t	an	2	taam4	t	aam	4
諈	zhuì	zh	ui	4	zeoi3	z	eoi	3
諉	wěi	w	ei	3	wai2	w	ai	2
諊	jū	j	u	1	guk1	g	uk	1
請	qǐng	q	ing	3	cing2	c	ing	2
諌	dǒng	d	ong	3	dung2	d	ung	2
諍	zhèng	zh	eng	4	zang3	z	ang	3
諎	zé	z	e	2	zaak3	z	aak	3
諏	zōu	z	ou	1	zau1	z	au	1
諐	qiān	q	ian	1	hin1	h	in	1
諑	zhuó	zh	uo	2	doek3	d	oek	3
諒	liàng	l	iang	4	loeng6	l	oeng	6
諓	jiàn	j	ian	4	zin3	z	in	3
諔	chù	ch	u	4	cuk1	c	uk	1
諕	háo	h	ao	2	haak3	h	aak	3
論	lùn	l	un	4	leon6	l	eon	6
諗	shěn	sh	en	3	sam2	s	am	2
諘	biǎo	b	iao	3	biu2	b	iu	2
諙	huà	h	ua	4	waa6	w	aa	6
諚	pián	p	ian	2	pin4	p	in	4
諛	yú	y	u	2	jyu4	j	yu	4
諜	dié	d	ie	2	dip6	d	ip	6
諝	xū	x	u	1	seoi1	s	eoi	1
諞	piǎn	p	ian	3	pin4	p	in	4
諟	shì	sh	i	4	si6	s	i	6
諠	xuān	x	uan	1	hyun1	h	yun	1
諡	shì	sh	i	4	si3	s	i	3
諢	hùn	h	un	4	wan6	w	an	6
諣	huà	h	ua	4	faa3	f	aa	3
諤	è		e	4	ngok6	ng	ok	6
諥	zhòng	zh	ong	4	zung3	z	ung	3
諦	dì	d	i	4	dai3	d	ai	3
諧	xié	x	ie	2	haai4	h	aai	4
諨	fú	f	u	2	fuk1	f	uk	1
諩	pǔ	p	u	3	pou2	p	ou	2
諪	tíng	t	ing	2	ting4	t	ing	4
諫	jiàn	j	ian	4	gaan3	g	aan	3
諬	qǐ	q	i	3	kai2	k	ai	2
諭	yù	y	u	4	jyu6	j	yu	6
諮	zī	z	i	1	zi1	z	i	1
諯	zhuān	zh	uan	1	zyun1	z	yun	1
諰	xǐ	x	i	3	saai2	s	aai	2
諱	huì	h	ui	4	wai5	w	ai	5
諲	yīn	y	in	1	jan1	j	an	1
諳	ān		an	1	am1		am	1
諴	xián	x	ian	2	haam4	h	aam	4
諵	nán	n	an	2	naam4	n	aam	4
諶	chén	ch	en	2	sam4	s	am	4
諷	fěng	f	eng	3	fung3	f	ung	3
諸	zhū	zh	u	1	zyu1	z	yu	1
諹	yáng	y	ang	2	joeng4	j	oeng	4
諺	yàn	y	an	4	jin6	j	in	6
諻	huáng	h	uang	2	wong4	w	ong	4
諼	xuān	x	uan	1	hyun1	h	yun	1
諽	gé	g	e	2	gaak3	g	aak	3
諾	nuò	n	uo	4	nok6	n	ok	6
諿	qī	q	i	1	cap1	c	ap	1
謀	móu	m	ou	2	mau4	m	au	4
謁	yè	y	e	4	jit3	j	it	3
謂	wèi	w	ei	4	wai6	w	ai	6
謃	xīng	x	ing	1	sing1	s	ing	1
謄	téng	t	eng	2	tang4	t	ang	4
謅	zhōu	zh	ou	1	zau1	z	au	1
謆	shàn	sh	an	4	sin3	s	in	3
謇	jiǎn	j	ian	3	gin2	g	in	2
謈	pó	p	o	2	bok6	b	ok	6
謉	kuì	k	ui	4	kwai5	kw	ai	5
謊	huǎng	h	uang	3	fong1	f	ong	1
謋	huò	h	uo	4	waak6	w	aak	6
謌	gē	g	e	1	go1	g	o	1
謍	yíng	y	ing	2	jing4	j	ing	4
謎	mí	m	i	2	mai4	m	ai	4
謏	xiǎo	x	iao	3	siu2	s	iu	2
謐	mì	m	i	4	mat6	m	at	6
謑	xǐ	x	i	3	hai5	h	ai	5
謒	qiāng	q	iang	1	coeng1	c	oeng	1
謓	chēn	ch	en	1	can1	c	an	1
謔	xuè	x	ue	4	joek6	j	oek	6
謕	tí	t	i	2	tai4	t	ai	4
謖	sù	s	u	4	suk1	s	uk	1
謗	bàng	b	ang	4	pong3	p	ong	3
謘	chí	ch	i	2	ci4	c	i	4
謙	qiān	q	ian	1	him1	h	im	1
謚	shì	sh	i	4	si3	s	i	3
講	jiǎng	j	iang	3	gong2	g	ong	2
謜	yuán	y	uan	2	jyun4	j	yun	4
謝	xiè	x	ie	4	ze6	z	e	6
謞	hè	h	e	4	hok6	h	ok	6
謟	tāo	t	ao	1	tou1	t	ou	1
謠	yáo	y	ao	2	jiu4	j	iu	4
謡	yáo	y	ao	2	jiu4	j	iu	4
謢	lū	l	u	1	wu6	w	u	6
謣	yú	y	u	2	jyu4	j	yu	4
謤	biāo	b	iao	1	biu1	b	iu	1
謥	còng	c	ong	4	cung3	c	ung	3
謦	qìng	q	ing	4	hing3	h	ing	3
謧	lí	l	i	2	lei4	l	ei	4
謨	mó	m	o	2	mou4	m	ou	4
謩	mó	m	o	2	mou4	m	ou	4
謪	shāng	sh	ang	1	soeng1	s	oeng	1
謫	zhé	zh	e	2	zaak6	z	aak	6
謬	miù	m	iu	4	mau6	m	au	6
謭	jiǎn	j	ian	3	zin2	z	in	2
謮	zé	z	e	2	zaak3	z	aak	3
謯	jiē	j	ie	1	ze1	z	e	1
謰	lián	l	ian	2	lin4	l	in	4
謱	lóu	l	ou	2	lau4	l	au	4
謲	càn	c	an	4	cam3	c	am	3
謳	ōu		ou	1	au1		au	1
謴	gùn	g	un	4	gwan3	gw	an	3
謵	xí	x	i	2	zaap6	z	aap	6
謶	zhuó	zh	uo	2	zoek3	z	oek	3
謷	áo		ao	2	ngou4	ng	ou	4
謸	áo		ao	2	ngou6	ng	ou	6
謹	jǐn	j	in	3	gan2	g	an	2
謺	zhé	zh	e	2	zip3	z	ip	3
謻	yí	y	i	2	ji4	j	i	4
謼	hū	h	u	1	fu1	f	u	1
謽	jiàng	j	iang	4	koeng5	k	oeng	5
謾	mán	m	an	2	maan4	m	aan	4
謿	cháo	ch	ao	2	zaau1	z	aau	1
譀	hàn	h	an	4	ham6	h	am	6
譁	huá	h	ua	2	waa1	w	aa	1
譂	chǎn	ch	an	3	cin2	c	in	2
譃	xū	x	u	1	jyu4	j	yu	4
譄	zēng	z	eng	1	zang1	z	ang	1
譅	sè	s	e	4	sap1	s	ap	1
譆	xī	x	i	1	hei1	h	ei	1
譇	zhā	zh	a	1	zaa1	z	aa	1
譈	duì	d	ui	4	deoi6	d	eoi	6
證	zhèng	zh	eng	4	zing3	z	ing	3
譊	náo	n	ao	2	naau4	n	aau	4
譋	lán	l	an	2	laan4	l	aan	4
譌	é		e	2	ngo4	ng	o	4
譍	yīng	y	ing	1	jing1	j	ing	1
譎	jué	j	ue	2	kyut3	k	yut	3
譏	jī	j	i	1	gei1	g	ei	1
譐	zǔn	z	un	3	zyun2	z	yun	2
譑	jiǎo	j	iao	3	giu2	g	iu	2
譒	bò	b	o	4	bo3	b	o	3
譓	huì	h	ui	4	wai6	w	ai	6
譔	zhuàn	zh	uan	4	zaan6	z	aan	6
譕	wú	w	u	2	mou4	m	ou	4
譖	zèn	z	en	4	zam3	z	am	3
譗	zhá	zh	a	2	zaap3	z	aap	3
識	shí	sh	i	2	sik1	s	ik	1
譙	qiào	q	iao	4	ciu4	c	iu	4
譚	tán	t	an	2	taam4	t	aam	4
譛	zèn	z	en	4	zam3	z	am	3
譜	pǔ	p	u	3	pou2	p	ou	2
譝	shéng	sh	eng	2	sing4	s	ing	4
譞	xuān	x	uan	1	hyun1	h	yun	1
譟	zào	z	ao	4	cou3	c	ou	3
譠	tán	t	an	2	taan1	t	aan	1
譡	dǎng	d	ang	3	dong2	d	ong	2
譢	suì	s	ui	4	seoi6	s	eoi	6
譣	xiǎn	x	ian	3	him2	h	im	2
譤	jī	j	i	1	gik1	g	ik	1
譥	jiào	j	iao	4	giu3	g	iu	3
警	jǐng	j	ing	3	ging2	g	ing	2
譧	zhàn	zh	an	4	zaam1	z	aam	1
譨	náng	n	ang	2	nung4	n	ung	4
譩	yī	y	i	1	ji1	j	i	1
譪	ǎi		ai	3	oi2		oi	2
